000000	00:00:00
00050C	NetworkPhoto
00050D	MidstreamTec
00050E	3ware
00050F	TanakaSS
000510	InfiniteShan
000511	Complementar
000512	ZebraTechnol
000513	VTLinxMultim
000514	KDT
000515	Nuark
000516	SMARTModular
000517	Shellcomm
000518	JupitersTech
000519	SiemensBuild
00051A	3ComEurope
00051B	MagicControl
00051C	XnetTechnolo
00051D	Airocon
00051E	BrocadeCommu
00051F	TaijinMedia
000520	Smartronix
000521	SchneiderEle
000522	LEA*D
000523	AVLList
000524	BTLSystem
000525	PuretekIndus
000526	IPAS
000527	SJTek
000528	NewFocus
000529	BroadanCommu
00052A	IkegamiTsush
00052B	HORIBA
00052C	SupremeMagic
00052D	ZoltrixInter
00052E	CintaNetwork
00052F	LevitonNetwo
000530	Andiamo
000531	Cisco
000532	Cisco
000533	BrocadeCommu
000534	NorthstarEng
000535	ChipPC
000536	DanamCommuni
000537	NetsTechnolo
000538	Merilus
000539	ABrandNewWor
00053A	WillowglenSe
00053B	HarbourNetwo
00053C	Xircom
00053D	Agere
00053E	KIDSysteme
00053F	VisionTek
000540	TokyoElectro
000541	Advanced
000542	Otari
000543	IQWireless
000544	ValleyTechno
000545	InternetPhot
000546	KDDINetworkS
000547	StarentNetwo
000548	Disco
000549	SaliraOptica
00054A	ArioDataNetw
00054B	EatonAutomat
00054C	RFInnovation
00054D	BransTechnol
00054E	Philips
00054F	GarminIntern
000550	VcommsConnec
000551	FSElektronik
000552	XycotecCompu
000553	DVC
000554	RangestarWir
000555	JapanCashMac
000556	360
000557	AgileTV
000558	Synchronous
000559	Intracom
00055A	PowerDsine
00055B	CharlesIndus
00055C	Kowa
00055D	DLink
00055E	Cisco
00055F	Cisco
000560	LeaderComm
000561	nacImageTech
000562	DigitalView
000563	JWorks
000564	TsinghuaBitw
000565	TailynCommun
000566	Secuicom
000567	EtymonicDesi
000568	PiltofishNet
000569	VMware
00056A	HeuftSystemt
00056B	CPTechnology
00056C	HungChang
00056D	Pacific
00056E	NationalEnha
00056F	InnomediaTec
000570	Baydel
000571	SeiwaElectro
000572	Deonet
000573	Cisco
000574	Cisco
000575	CDSElectroni
000576	NSMTechnolog
000577	SMInformatio
000578	Private
000579	UniversalCon
00057A	OvertureNetw
00057B	ChungNamElec
00057C	RCOSecurity
00057D	SunCommunica
00057E	Eckelmann
00057F	AcqisTechnol
000580	FibroLAN
000581	Snell
000582	ClearCubeTec
000583	ImageCom
000584	AbsoluteValu
000585	JuniperNetwo
000586	LucentTechno
000587	Locus
000588	Sensoria
000589	NationalData
00058A	Netcom
00058B	IPmental
00058C	Opentech
00058D	LynxPhotonic
00058E	FlextronicsI
00058F	CLCsoft
000590	Swissvoice
000591	ActiveSilico
000592	Pultek
000593	GrammarEngin
000594	HMSIndustria
000595	Alesis
000596	Genotech
000597	EagleTraffic
000598	CRONOS
000599	DRSTestandEn
00059A	Cisco
00059B	Cisco
00059C	KleinknechtI
00059D	DanielComput
00059E	Zinwell
00059F	YottaNetwork
0005A0	MOBILINEKft
0005A1	Zenocom
0005A2	CELOXNetwork
0005A3	QEI
0005A4	LucidVoice
0005A5	Kott
0005A6	ExtronElectr
0005A7	HYPERCHIP
0005A8	WyleElectron
0005A9	PrincetonNet
0005AA	MooreIndustr
0005AB	CyberFone
0005AC	NorthernDigi
0005AD	TopspinCommu
0005AE	MediaportUSA
0005AF	InnoScanComp
0005B0	KoreaCompute
0005B1	ASBTechnolog
0005B2	Medison
0005B3	AsahiEnginee
0005B4	Aceex
0005B5	BroadcomTech
0005B6	INSYSMicroel
0005B7	ArborTechnol
0005B8	ElectronicDe
0005B9	Airvana
0005BA	XK22Enterpri
0005BB	Myspace
0005BC	ResourceData
0005BD	Roax
0005BE	KongsbergSea
0005BF	JustEzyTechn
0005C0	DigitalNetwo
0005C1	AKyungMotion
0005C2	Soronti
0005C3	PacificInstr
0005C4	Telect
0005C5	FlagaHF
0005C6	TrizCommunic
0005C7	IFCom
0005C8	Verytech
0005C9	LGInnotek
0005CA	HitronTechno
0005CB	ROISTechnolo
0005CC	SumtelCommun
0005CD	D&MHoldings
0005CE	ProlinkMicro
0005CF	ThunderRiver
0005D0	Solinet
0005D1	MetavectorTe
0005D2	DAPTechnolog
0005D3	eProductionS
0005D4	FutureSmartN
0005D5	SpeedcomWire
0005D6	L3Linkabit
0005D7	VistaImaging
0005D8	Arescom
0005D9	TechnoValley
0005DA	ApexAutomati
0005DB	PSISoftwareS
0005DC	Cisco
0005DD	Cisco
0005DE	GiFoneKorea
0005DF	ElectronicIn
0005E0	Empirix
0005E1	TrellisPhoto
0005E2	CreativNetwo
0005E3	LightSandCom
0005E4	RedLionContr
0005E5	Renishaw
0005E6	Egenera
0005E7	NetrakeanAud
0005E8	TurboWave
0005E9	UnicessNetwo
0005EA	Rednix
0005EB	BlueRidgeNet
0005EC	Mosaic
0005ED	TechnikumJoa
0005EE	VanderbiltIn
0005EF	ADOIRDigital
0005F0	Satec
0005F1	Vrcom
0005F2	PowerR
0005F3	Webyn
0005F4	SystemBase
0005F5	GeospaceTech
0005F6	YoungChang
0005F7	AnalogDevice
0005F8	RealTimeAcce
0005F9	TOA
0005FA	IPOptical
0005FB	ShareGate
0005FC	SchenckPegas
0005FD	PacketLightN
0005FE	Traficon
0005FF	SNSSolutions
000600	ToshibaTeli
000601	Otanikeiki
000602	CirkitechEle
000603	BakerHughes
000604	@TrackCommun
000605	InncomIntern
000606	RapidWAN
000607	OmniDirectio
000608	AtSkySAS
000609	Crossport
00060A	Blue2space
00060B	ArtesynEmbed
00060C	MelcoIndustr
00060D	Wave7Optics
00060E	IGYS
00060F	NaradNetwork
000610	AbeonaNetwor
000611	ZeusWireless
000612	Accusys
000613	KawasakiMicr
000614	PrismHolding
000615	KimotoElectr
000616	TelNet
000617	Redswitch
000618	DigiPowerMan
000619	ConnectionTe
00061A	Zetari
00061B	NotebookDeve
00061C	HoshinoMetal
00061D	MIPTelecom
00061E	Maxan
00061F	VisionCompon
000620	SerialSystem
000621	Hinox
000622	ChungFuChenY
000623	MGEUPSFrance
000624	GentnerCommu
000625	LinksysGroup
000626	MWE
000627	UniwideTechn
000628	Cisco
000629	IBM
00062A	Cisco
00062B	IntraserverT
00062C	BivioNetwork
00062D	TouchStarTec
00062E	AristosLogic
00062F	Pivotech
000630	AdtranzSwede
000631	Calix
000632	MescoEnginee
000633	CrossmatchTe
000634	GTEAirfone
000635	PacketAirNet
000636	JedaiBroadba
000637	ToptrendMeta
000638	SungjinC&C
000639	Newtec
00063A	DuraMicro
00063B	ArcturusNetw
00063C	IntrinsycSof
00063D	MicrowaveDat
00063E	Opthos
00063F	EverexCommun
000640	WhiteRockNet
000641	Itcn
000642	Genetel
000643	SONOComputer
000644	NextGenBusin
000645	MeiseiElectr
000646	XunBaoNetwor
000647	Etrali
000648	Seedsware
000649	3MDeutschlan
00064A	Honeywell
00064B	Alexon
00064C	InvictaNetwo
00064D	Sencore
00064E	BroadNetTech
00064F	PRONETSTechn
000650	TiburonNetwo
000651	AspenNetwork
000652	Cisco
000653	Cisco
000654	WinpresaBuil
000655	Yipee
000656	Tactel
000657	MarketCentra
000658	HelmutFische
000659	EAL
00065A	Strix
00065B	Dell
00065C	MalachiteTec
00065D	HeidelbergWe
00065E	Photuris
00065F	ECITelecom
000660	NADEX
000661	NIAHomeTechn
000662	MBMTechnolog
000663	HumanTechnol
000664	Fostex
000665	SunnyGiken
000666	RovingNetwor
000667	TrippLite
000668	ViconIndustr
000669	DatasoundLab
00066A	InfiniCon
00066B	Sysmex
00066C	Robinson
00066D	Compuprint
00066E	DeltaElectro
00066F	KoreaData
000670	Upponetti
000671	Softing
000672	Netezza
000673	TKHSecurityS
000674	SpectrumCont
000675	Banderacom
000676	NovraTechnol
000677	Sick
000678	D&MHoldings
000679	Konami
00067A	JMP
00067B	ToplinkC&C
00067C	Cisco
00067D	Takasago
00067E	WinCom
00067F	Digeo
000680	CardAccess
000681	GoepelElectr
000682	Convedia
000683	BravaraCommu
000684	Biacore
000685	NetNearU
000686	ZARDCOM
000687	OmnitronTech
000688	TelwaysCommu
000689	yLezTechnolo
00068A	NeuronNetR&D
00068B	AirRunnerTec
00068C	3Com
00068D	SEPATON
00068E	HID
00068F	Telemonitor
000690	EuracomCommu
000691	PTInovacao
000692	IntruvertNet
000693	FlexusComput
000694	Mobillian
000695	EnsureTechno
000696	AdventNetwor
000697	RDCenter
000698	egnite
000699	VidaDesign
00069A	eTel
00069B	AVTAudioVide
00069C	Transmode
00069D	Petards
00069E	UNIQA
00069F	KuokoaNetwor
0006A0	MxImaging
0006A1	CelsianTechn
0006A2	Microtune
0006A3	Bitran
0006A4	INNOWELL
0006A5	PINON
0006A6	ArtisticLice
0006A7	Primarion
0006A8	KCTechnology
0006A9	UniversalIns
0006AA	VTMiltope
0006AB	WLink
0006AC	Intersoft
0006AD	KBElectronic
0006AE	HimachalFutu
0006AF	XaltedNetwor
0006B0	ComtechEFDat
0006B1	Sonicwall
0006B2	Linxtek
0006B3	Diagraph
0006B4	VorneIndustr
0006B5	SourcePhoton
0006B6	NirOrIsrael
0006B7	TELEM
0006B8	Bandspeed
0006B9	A5TEK
0006BA	WestwaveComm
0006BB	ATITechnolog
0006BC	Macrolink
0006BD	BNTECHNOLOGY
0006BE	BaumerOptron
0006BF	AccellaTechn
0006C0	UnitedIntern
0006C1	Cisco
0006C2	Smartmatic
0006C3	SchindlerEle
0006C4	Piolink
0006C5	INNOVITechno
0006C6	lesswire
0006C7	RFNETTechnol
0006C8	SumitomoMeta
0006C9	TechnicalMar
0006CA	AmericanComp
0006CB	JotronElectr
0006CC	JMIElectroni
0006CD	LeafImaging
0006CE	Dateno
0006CF	ThalesAvioni
0006D0	ElgarElectro
0006D1	TahoeNetwork
0006D2	TundraSemico
0006D3	AlphaTelecom
0006D4	InteractiveO
0006D5	Diamond
0006D6	Cisco
0006D7	Cisco
0006D8	MapleOptical
0006D9	IPMNet
0006DA	ITRANCommuni
0006DB	ICHIPS
0006DC	SyabasTechno
0006DD	ATTLaborator
0006DE	FlashTechnol
0006DF	AIDONIC
0006E0	MAT
0006E1	TechnoTrade
0006E2	CeemaxTechno
0006E3	Quantitative
0006E4	CitelTechnol
0006E5	FujianNewlan
0006E6	DongYangTele
0006E7	BitBlitzComm
0006E8	OpticalNetwo
0006E9	Intime
0006EA	ELZET80Mikro
0006EB	GlobalData
0006EC	Harris
0006ED	InaraNetwork
0006EE	ShenyangNeue
0006EF	Maxxan
0006F0	Digeo
0006F1	Optillion
0006F2	PlatysCommun
0006F3	AcceLightNet
0006F4	PrimeElectro
0006F5	Alpsalpine
0006F6	Cisco
0006F7	Alpsalpine
0006F8	Boeing
0006F9	MitsuiZosenR
0006FA	IPSQUARE
0006FB	HitachiPrint
0006FC	Fnet
0006FD	ComjetInform
0006FE	Ambrado
0006FF	Sheba
000700	ZettamediaKo
000701	RacalDatacom
000702	VarexImaging
000703	CSEETranspor
000704	Alpsalpine
000705	EndressHause
000706	Sanritz
000707	Interalia
000708	Bitrage
000709	Westerstrand
00070A	UnicomAutoma
00070B	NovabaseSGPS
00070C	SVAIntrusion
00070D	Cisco
00070E	Cisco
00070F	Fujant
000710	Adax
000711	Acterna
000712	JALInformati
000713	IPOne
000714	Brightcom
000715	GeneralResea
000716	JSMarine
000717	WielandElect
000718	iCanTek
000719	Mobiis
00071A	Finedigital
00071B	CDVIAmericas
00071C	At&T
00071D	SatelsaSiste
00071E	TriMEngineer
00071F	EuropeanInte
000720	Trutzschler
000721	FormacElektr
000722	Nielsen
000723	ELCONSystemt
000724	Telemax
000725	BematechInte
000726	GongjinElect
000727	Zi
000728	NeoTelecom
000729	KistlerInstr
00072A	InnovanceNet
00072B	JungMyungTel
00072C	Fabricom
00072D	CNSystems
00072E	NorthNode
00072F	Intransa
000730	HutchisonOPT
000731	OphirSpirico
000732	AAEONTechnol
000733	DANCONTROLEn
000734	ONStor
000735	FlarionTechn
000736	DataVideoTec
000737	Soriya
000738	YoungTechnol
000739	ScottyGroupA
00073A	Inventel
00073B	Tenovis
00073C	TelecomDesig
00073D	NanjingPoste
00073E	ChinaGreatWa
00073F	WoojyunSyste
000740	Buffalo
000741	SierraAutoma
000742	Ormazabal
000743	ChelsioCommu
000744	Unico
000745	RadlanComput
000746	TURCK
000747	Mecalc
000748	ImagingSourc
000749	CENiX
00074A	CarlValentin
00074B	Daihen
00074C	Beicom
00074D	ZebraTechnol
00074E	IPFRONT
00074F	Cisco
000750	Cisco
000751	mut
000752	RhythmWatch
000753	QxcommTechno
000754	XyterraCompu
000755	Lafon
000756	JuyoungTelec
000757	TopcallInter
000758	DragonWave
000759	BorisManufac
00075A	AirProductsa
00075B	GibsonGuitar
00075C	EastmanKodak
00075D	Celleritas
00075E	AmetekPowerI
00075F	VCSVideoComm
000760	TOMISInforma
000761	29530
000762	GroupSense
000763	SunniwellCyb
000764	YoungWooTele
000765	JadeQuantumT
000766	ChouChinIndu
000767	YuxingElectr
000768	Danfoss
000769	ItalianaMacc
00076A	NEXTEYE
00076B	Stralfors
00076C	Daehanet
00076D	FlexlightNet
00076E	Sinetica
00076F	Synoptics
000770	Ubiquoss
000771	EmbeddedSyst
000772	AlcatelLucen
000773	AscomPowerli
000774	GuangZhouThi
000775	ValenceSemic
000776	FederalAPD
000777	Motah
000778	GERSTEL
000779	SungilTeleco
00077A	InfowareSyst
00077B	MillimetrixB
00077C	WestermoNetw
00077D	Cisco
00077E	Elrest
00077F	JCommunicati
000780	BluegigaTech
000781	Itron
000782	Oracle
000783	SynComNetwor
000784	Cisco
000785	Cisco
000786	WirelessNetw
000787	IdeaSystem
000788	Clipcomm
000789	Allradio
00078A	MentorDataSy
00078B	WegenerCommu
00078C	Elektroniksp
00078D	NetEngines
00078E	GarzFricke
00078F	EmkayInnovat
000790	TriMTechnolo
000791	Internationa
000792	SütronElectr
000793	ShinSatellit
000794	SimpleDevice
000795	ElitegroupCo
000796	LSI
000797	Netpower
000798	Selea
000799	TippingPoint
00079A	Verint
00079B	AuroraNetwor
00079C	GoldenElectr
00079D	Musashi
00079E	Ilinx
00079F	ActionDigita
0007A0	eWatch
0007A1	VIASYSHealth
0007A2	Opteon
0007A3	OsitisSoftwa
0007A4	GNNetcom
0007A5	YDK
0007A6	LevitonManuf
0007A7	GloryTechnic
0007A8	HaierGroupTe
0007A9	Novasonics
0007AA	QuantumData
0007AB	SamsungElect
0007AC	Eolring
0007AD	PentaconFoto
0007AE	BritestreamN
0007AF	RedLionContr
0007B0	OfficeDetail
0007B1	EquatorTechn
0007B2	Transaccess
0007B3	Cisco
0007B4	Cisco
0007B5	AnyOneWirele
0007B6	TelecomTechn
0007B7	SamuraiIndPr
0007B8	Corvalent
0007B9	Ginganet
0007BA	UTStarcom
0007BB	Candera
0007BC	Identix
0007BD	Radionet
0007BE	DataLogic
0007BF	ArmillaireTe
0007C0	NetZerver
0007C1	OvertureNetw
0007C2	NetsysTeleco
0007C3	Thomson
0007C4	JEAN
0007C5	Gcom
0007C6	VDSVosskuhle
0007C7	Synectics
0007C8	Brain21
0007C9	TechnolSeven
0007CA	CreatixPolym
0007CB	FreeboxSas
0007CC	KabaBenzing
0007CD	KumohElectro
0007CE	Cabletime
0007CF	Anoto
0007D0	AutomatEngen
0007D1	SpectrumSign
0007D2	LogopakSyste
0007D3	SPGPrints
0007D4	ZhejiangYuto
0007D5	3eTechnologi
0007D6	Commil
0007D7	CaporisNetwo
0007D8	HitronTechno
0007D9	Splicecom
0007DA	NeuroTelecom
0007DB	KiranaNetwor
0007DC	Atek
0007DD	CradleTechno
0007DE	eCopilt
0007DF	Vbrick
0007E0	Palm
0007E1	WISCommunica
0007E2	Bitworks
0007E3	NavcomTechno
0007E4	SoftRadio
0007E5	Coup
0007E6	edgeflowCana
0007E7	FreeWaveTech
0007E8	EdgeWave
0007E9	Intel
0007EA	Massana
0007EB	Cisco
0007EC	Cisco
0007ED	Altera
0007EE	telcoInforma
0007EF	LockheedMart
0007F0	LogiSync
0007F1	TeraBurstNet
0007F2	IOA
0007F3	ThinkengineN
0007F4	Eletex
0007F5	Bridgeco
0007F6	QqestSoftwar
0007F7	Galtronics
0007F8	ITDevices
0007F9	Sensaphone
0007FA	ITT
0007FB	GigaStreamUM
0007FC	Adept
0007FD	LANergy
0007FE	Rigaku
0007FF	GluonNetwork
000800	Multitech
000801	HighSpeedSur
000802	HewlettPacka
000803	CosTron
000804	ICA
000805	TechnoHolon
000806	Raonet
000807	AccessDevice
000808	PPTVision
000809	Systemonic
00080A	EsperaWerke
00080B	BirkaBPAInfo
00080C	VDAGroup
00080D	Toshiba
00080E	Commscope
00080F	ProximionFib
000810	KeyTechnolog
000811	VOIX
000812	GM2
000813	Diskbank
000814	TILTechnolog
000815	CATS
000816	BluelonApS
000817	EmergeCoreNe
000818	Pixelworks
000819	Banksys
00081A	SanradIntell
00081B	Windigo
00081C	@poscom
00081D	Ipsil
00081E	Repeatit
00081F	PouYuenTech
000820	Cisco
000821	Cisco
000822	InProComm
000823	Texa
000824	NuanceDocume
000825	AcmePacket
000826	ColoradoMedT
000827	ADBBroadband
000828	KoeiEngineer
000829	TokyoElectro
00082A	PowerwallzNe
00082B	WooksungElec
00082C	Homag
00082D	IndusTeqsite
00082E	MultitoneEle
00082F	Cisco
000830	Cisco
000831	Cisco
000832	Cisco
00084E	DivergeNet
00084F	Qualstar
000850	ArizonaInstr
000851	CanadianBank
000852	Davolink
000853	SchleicherRe
000854	Netronix
000855	NASAGoddardS
000856	GamatronicEl
000857	PolarisNetwo
000858	Novatechnolo
000859	UnitoneElect
00085A	IntiGate
00085B	HanbitElectr
00085C	DareTechnolo
00085D	Mitel
00085E	Pco
00085F	Picanol
000860	LodgeNetEnte
000861	SoftEnergy
000862	NECEluminant
000863	Entrisphere
000864	Fasy
000865	Jascom
000866	DSXAccess
000867	UptimeDevice
000868	PurOptix
000869	CommandeTech
00086A	Securiton
00086B	Mipsys
00086C	PlasmonLMS
00086D	MissouriFree
00086E	Hyglo
00086F	ResourcesCom
000870	Rasvia
000871	NORTHDATA
000872	SorensonComm
000873	DapTechnolog
000874	Dell
000875	AcorpElectro
000876	SDSystem
000877	LiebertHiros
000878	BenchmarkSto
000879	CEM
00087A	Wipotec
00087B	RTXTelecom
00087C	Cisco
00087D	Cisco
00087E	BonElectroTe
00087F	SPAUNelectro
000880	BroadTelCana
000881	DigitalHands
000882	Sigma
000883	HewlettPacka
000884	IndexBraille
000885	EMSDrThomasW
000886	HansungTelia
000887	Maschinenfab
000888	OULLIMInform
000889	DishTechnolo
00088A	Minds@Work
00088B	TropicNetwor
00088C	QuantaNetwor
00088D	SigmaLinks
00088E	NihonCompute
00088F	AdvancedDigi
000890	Avilinks
000891	Lyan
000892	EMSolutions
000893	LeInformatio
000894	InnoVISIONMu
000895	DIRCTechnolo
000896	Printronix
000897	QuakeTechnol
000898	GigabitOptic
000899	Netbind
00089A	AlcatelMicro
00089B	ICPElectroni
00089C	ElecsIndustr
00089D	UHDElektroni
00089E	EnterNet
00089F	EFMNetworks
0008A0	StotzFeinmes
0008A1	CNetTechnolo
0008A2	ADIEngineeri
0008A3	Cisco
0008A4	Cisco
0008A5	Peninsula
0008A6	MultiwareIma
0008A7	iLogic
0008A8	Systec
0008A9	SangSangTech
0008AA	Karam
0008AB	EnerLinxcom
0008AC	BST
0008AD	ToyoLinx
0008AE	PacketFrontN
0008AF	Novatec
0008B0	HUBERSUHNERB
0008B1	ProQuent
0008B2	CompassTechn
0008B3	Fastwel
0008B4	Syspol
0008B5	TaiGuenEnter
0008B6	RouteFree
0008B7	HIT
0008B8	EFJohnson
0008B9	KaonGroup
0008BA	Erskine
0008BB	NetExcell
0008BC	Ilevo
0008BD	TepgUs
0008BE	XENPAKMSAGro
0008BF	AptusElektro
0008C0	Asa
0008C1	AvistarCommu
0008C2	Cisco
0008C3	Contex
0008C4	Hikari
0008C5	Liontech
0008C6	PhilipsConsu
0008C7	HewlettPacka
0008C8	Soneticom
0008C9	TechniSatDig
0008CA	TwinHanTechn
0008CB	ZetaBroadban
0008CC	Remotec
0008CD	WithNet
0008CE	IPMobileNet
0008CF	NipponKoeiPo
0008D0	MusashiEngin
0008D1	Karel
0008D2	ZOOMNetworks
0008D3	HerculesTech
0008D4	IneoQuestTec
0008D5	VanguardNetw
0008D6	HASSNET
0008D7	How
0008D8	DowkeyMicrow
0008D9	Mitadenshi
0008DA	SofaWareTech
0008DB	Corrigent
0008DC	Wiznet
0008DD	TelenaCommun
0008DE	3UP
0008DF	Alistel
0008E0	ATOTechnolog
0008E1	Barix
0008E2	Cisco
0008E3	Cisco
0008E4	Envenergy
0008E5	IDK
0008E6	Littlefeet
0008E7	SHIControlSy
0008E8	ExcelMaster
0008E9	NextGig
0008EA	MotionContro
0008EB	ROMWin
0008EC	OpticalZonu
0008ED	ST&TInstrume
0008EE	LogicProduct
0008EF	Dibal
0008F0	NextGenerati
0008F1	Voltaire
0008F2	C&STechnolog
0008F3	Wany
0008F4	BluetakeTech
0008F5	YESTECHNOLOG
0008F6	SumitomoElec
0008F7	HitachiSemic
0008F8	UtcCcs
0008F9	ArtesynEmbed
0008FA	KEBAutomatio
0008FB	SonoSite
0008FC	Gigaphoton
0008FD	BlueKorea
0008FE	UNIKC&C
0008FF	TrilogyCommu
000900	Tmt
000901	ShixuntongIn
000902	RedlineCommu
000903	Panasas
000904	MONDIALelect
000905	iTECTechnolo
000906	EsteemNetwor
000907	ChrysalisDev
000908	VTechTechnol
000909	TelenorConne
00090A	SnedFarTechn
00090B	MTLInstrumen
00090C	MayekawaMfg
00090D	LeaderElectr
00090E	HelixTechnol
00090F	Fortinet
000910	SimpleAccess
000911	Cisco
000912	Cisco
000913	SystemK
000914	Computrols
000915	CAS
000916	ListmanHomeT
000917	WEMTechnolog
000918	SamsungTechw
000919	MDSGateways
00091A	MacatOpticsE
00091B	DigitalGener
00091C	CacheVision
00091D	ProteamCompu
00091E	FirstechTech
00091F	A&D
000920	EpoXCOMPUTER
000921	Planmeca
000922	TSTBiometric
000923	HeamanSystem
000924	Telebau
000925	VSNSystemen
000926	YodaCommunic
000927	Toyokeiki
000928	Telecore
000929	SanyoIndustr
00092A	MYTECS
00092B	iQstorNetwor
00092C	Hitpoint
00092D	HTC
00092E	B&TechSystem
00092F	AkomTechnolo
000930	AeroConcierg
000931	FutureIntern
000932	Omnilux
000933	Ophit
000934	DreamMultime
000935	Sandvine
000936	Ipetronik
000937	InventecAppl
000938	AllotCommuni
000939	ShibaSoku
00093A	MolexCMS
00093B	HyundaiNetwo
00093C	JacquesTechn
00093D	Newisys
00093E	C&ITechnolog
00093F	DoubleWinEnt
000940	AGFEO
000941	AlliedTelesi
000942	WirelessTech
000943	Cisco
000944	Cisco
000945	PalmmicroCom
000946	ClusterLabs
000947	Aztek
000948	VistaControl
000949	GlyphTechnol
00094A	HomenetCommu
00094B	FillFactory
00094C	Communicatio
00094D	BraintreeCom
00094E	BartechInter
00094F	elmegt
000950	IndependentS
000951	ApogeeImagin
000952	Auerswald
000953	LinkageSyste
000954	AMiTspolsro
000955	YoungGenerat
000956	NetworkGroup
000957	Supercaller
000958	Intelnet
000959	Sitecsoft
00095A	RacewoodTech
00095B	Netgear
00095C	PhilipsMedic
00095D	DialogueTech
00095E	MasstechGrou
00095F	Telebyte
000960	YOZAN
000961	Switchgearan
000962	SonitorTechn
000963	DominionLase
000964	HiTechniques
000965	HyunJuComput
000966	TrimbleEurop
000967	Tachyon
000968	Technoventur
000969	MeretOptical
00096A	CloverleafCo
00096B	IBM
00096C	ImediaSemico
00096D	PowernetTech
00096E	GiantElectro
00096F	ZhongqingEle
000970	VibrationRes
000971	TimeManageme
000972	Securebase
000973	LentenTechno
000974	InnopiaTechn
000975	fSONACommuni
000976	DatasoftISDN
000977	BrunnerElekt
000978	AIJISystem
000979	AdvancedTele
00097A	LouisDesignL
00097B	Cisco
00097C	Cisco
00097D	SecWellNetwo
00097E	ImiTechnolog
00097F	Vsecure2000
000980	PowerZenith
000981	NewportNetwo
000982	LoeweOpta
000983	GlobalTopTec
000984	MyCasaNetwor
000985	AutoTelecom
000986	Metalink
000987	NishiNipponE
000988	NudianElectr
000989	VividLogic
00098A	EqualLogic
00098B	EntropicComm
00098C	OptionWirele
00098D	VelocitySemi
00098E	ipcas
00098F	CetaceanNetw
000990	ACKSYSCommun
000991	IntelligentP
000992	InterEpochTe
000993	Visteon
000994	CronyxEngine
000995	CastleTechno
000996	Rdi
000997	NortelNetwor
000998	Capinfo
000999	CpGeorgesRen
00099A	Elmo
00099B	WesternTelem
00099C	NavalResearc
00099D	HaliplexComm
00099E	Testech
00099F	Videx
0009A0	Microtechno
0009A1	TelewiseComm
0009A2	Interface
0009A3	LeadflyTecho
0009A4	HARTEC
0009A5	HansungEletr
0009A6	IgnisOptics
0009A7	BangOlufsen
0009A8	EastmodePte
0009A9	IkanosCommun
0009AA	DataCommforB
0009AB	Netcontrol
0009AC	Lanvoice
0009AD	HyundaiSysco
0009AE	OkanoElectri
0009AF	egeneris
0009B0	OnkyoTechnol
0009B1	KanematsuEle
0009B2	L&F
0009B3	MCM
0009B4	KisanTelecom
0009B5	3JTech
0009B6	Cisco
0009B7	Cisco
0009B8	Entise
0009B9	ActionImagin
0009BA	MAKUInformat
0009BB	MathStar
0009BC	Utility
0009BD	EpygiTechnol
0009BE	MamiyaOP
0009BF	Nintendo
0009C0	6Wind
0009C1	ProcesData
0009C2	Onity
0009C3	Netas
0009C4	Medicore
0009C5	KINGENETechn
0009C6	Visionics
0009C7	Movistec
0009C8	SinagawaTsus
0009C9	BlueWINC
0009CA	iMaxNetworks
0009CB	HBrain
0009CC	Moog
0009CD	HudsonSoft
0009CE	SpaceBridgeS
0009CF	iAd
0009D0	SolacomTechn
0009D1	SeranoaNetwo
0009D2	MaiLogic
0009D3	WesternDataC
0009D4	TranstechNet
0009D5	SignalCommun
0009D6	KNCOne
0009D7	DCSecurityPr
0009D8	Telia
0009D9	Neoscale
0009DA	ControlModul
0009DB	eSpace
0009DC	GalaxisTechn
0009DD	MavinTechnol
0009DE	SamjinInform
0009DF	VestelElektr
0009E0	Xemics
0009E1	GemtekTechno
0009E2	SinbonElectr
0009E3	AngelIglesia
0009E4	KTechInfosys
0009E5	HottingerBrü
0009E6	CyberSwitchi
0009E7	ADCTechonolo
0009E8	Cisco
0009E9	Cisco
0009EA	YEM
0009EB	HuMANDATA
0009EC	Daktronics
0009ED	CipherOptics
0009EE	MeikyoElectr
0009EF	VoceraCommun
0009F0	ShimizuTechn
0009F1	YamakiElectr
0009F2	CohuElectron
0009F3	WELLCommunic
0009F4	AlconLaborat
0009F5	EmersonNetwo
0009F6	EasternDigit
0009F7	CalianAdvanc
0009F8	UnimoTechnol
0009F9	ArtJapan
0009FB	PhilipsPatie
0009FC	IPFLEX
0009FD	Ubinetics
0009FE	DaisyTechnol
0009FF	Xnet2000
000A00	MediaTek
000A01	SOHOware
000A02	Annso
000A03	EndesaServic
000A04	3Com
000A05	Widax
000A06	Teledex
000A07	WebWayOne
000A08	AlpsAlpine
000A09	TaraComInteg
000A0A	SUNIX
000A0B	Sealevel
000A0C	ScientificRe
000A0D	Amphenol
000A0E	InvivoResear
000A0F	IlryungTeles
000A10	FASTmediaint
000A11	ExPetTechnol
000A12	AzylexTechno
000A13	HoneywellVid
000A14	TECO
000A15	SiliconData
000A16	LassenResear
000A17	NestarCommun
000A18	Vichel
000A19	ValerePower
000A1A	Imerge
000A1B	StreamLabs
000A1C	BridgeInform
000A1D	OpticalCommu
000A1E	RedMProducts
000A1F	ARTWARETelec
